City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Tilichiki,RU,60.4667,166.1,41.94,66,84,15.68,broken clouds
347,Ihosy,MG,-22.4,46.1167,67.01,37,74,4.18,broken clouds
348,Lorengau,PG,-2.0226,147.2712,81.1,81,18,9.1,few clouds
349,Puerto Narino,CO,-3.7703,-70.3831,85.95,36,68,3.85,broken clouds
350,Bhadreswar,IN,22.8244,88.3506,85.89,85,100,6.98,light rain
351,Praia,CV,14.9215,-23.5087,82.94,61,20,17.27,few clouds
352,Sobolevo,RU,54.4299,31.8996,67.6,72,87,13.04,moderate rain
353,Mandali,IQ,33.7499,45.5541,106.0,9,57,14.45,broken clouds
354,Banda Aceh,ID,5.5577,95.3222,80.19,78,95,12.15,overcast clouds
355,Bela Vista De Goias,BR,-16.9728,-48.9533,81.75,26,0,6.69,clear sky
356,Port Lincoln,AU,-34.7333,135.8667,51.08,67,92,20.24,overcast clouds
357,Chake Chake,TZ,-5.2459,39.7666,73.9,82,41,10.92,scattered clouds
358,Puerto Rico,AR,-26.796,-55.024,73.06,28,0,3.58,clear sky
359,Randolph,US,35.7001,-79.8164,84.38,53,1,6.91,clear sky
360,Bethel,US,41.3712,-73.414,77.77,65,1,8.05,clear sky
361,Yerbogachen,RU,61.2767,108.0108,63.21,63,100,4.05,overcast clouds
362,Mayumba,GA,-3.432,10.6554,75.47,81,31,7.67,scattered clouds
363,Vallenar,CL,-28.5708,-70.7581,76.14,25,0,3.94,clear sky
364,Kommunisticheskiy,RU,61.6789,64.4819,62.55,72,99,4.79,overcast clouds
365,Dolinsk,RU,47.35,142.8,60.66,85,93,5.12,overcast clouds
366,Eureka,US,40.8021,-124.1637,54.79,78,94,3.83,overcast clouds
367,Tiznit,MA,29.5833,-9.5,74.66,47,0,9.57,clear sky
368,Noumea,NC,-22.2763,166.4572,55.38,77,2,4.47,clear sky
369,Kalmunai,LK,7.4167,81.8167,82.35,65,100,3.98,overcast clouds
370,Karasburg,NA,-28.0167,18.75,66.67,16,0,11.77,clear sky
371,Praia Da Vitoria,PT,38.7333,-27.0667,75.45,83,75,8.57,broken clouds
372,Maniwaki,CA,46.3834,-75.966,66.58,52,5,5.75,clear sky
373,Nemuro,JP,43.3236,145.575,67.48,99,100,3.51,overcast clouds
374,Sladkovo,RU,55.5284,70.3385,66.72,62,98,6.82,overcast clouds
375,Bilibino,RU,68.0546,166.4372,34.45,83,100,11.43,overcast clouds
376,Port Hardy,CA,50.6996,-127.4199,59.18,88,90,2.3,light intensity drizzle
377,Thinadhoo,MV,0.5333,72.9333,82.56,69,98,2.93,overcast clouds
378,Tukan,RU,53.8409,57.4552,62.8,69,22,1.99,few clouds
379,Kapit,MY,2.0167,112.9333,73.11,96,63,0.98,broken clouds
380,Chapais,CA,49.7834,-74.8492,60.58,41,68,9.91,broken clouds
381,Mpika,ZM,-11.8343,31.4529,58.28,54,20,4.23,few clouds
382,Carpentras,FR,44.0833,5.1667,80.83,32,0,8.88,clear sky
383,Preobrazheniye,RU,42.9019,133.9064,68.18,92,98,5.39,overcast clouds
384,Atocha,BO,-20.9333,-66.2333,50.05,26,78,14.83,broken clouds
385,Corn Island,NI,12.1694,-83.0418,81.9,81,97,17.18,overcast clouds
386,Soe,ID,-9.8607,124.284,64.38,92,93,4.07,overcast clouds
387,Portland,US,45.5234,-122.6762,77.45,63,75,9.22,broken clouds
388,Laguna,US,38.421,-121.4238,87.6,59,1,8.05,clear sky
389,Najibabad,IN,29.6333,78.3333,82.44,79,30,4.23,scattered clouds
390,Abu Samrah,SY,35.3029,37.1841,91.71,19,0,14.29,clear sky
391,Kungurtug,RU,50.5994,97.5228,46.06,95,96,1.23,overcast clouds
392,Mackay,AU,-21.15,149.2,59.04,100,17,6.91,few clouds
393,Omsukchan,RU,62.5333,155.8,31.3,97,99,5.39,overcast clouds
394,Ponta Delgada,PT,37.7333,-25.6667,75.92,60,20,10.36,few clouds
395,Stavyshche,UA,50.4,29.5333,79.02,67,23,15.14,few clouds
396,Port Blair,IN,11.6667,92.75,81.99,83,100,18.75,overcast clouds
397,Uvinza,TZ,-5.1036,30.3911,73.69,45,29,5.1,scattered clouds
398,Rawson,AR,-43.3002,-65.1023,66.16,25,54,6.64,broken clouds
399,Mosetse,BW,-20.75,26.65,67.01,17,0,9.75,clear sky
400,Bazarnyye Mataki,RU,54.8833,49.9333,75.99,44,100,3.0,overcast clouds
401,Aknada,RU,42.4016,46.1723,57.13,81,78,2.93,broken clouds
402,Berlevag,NO,70.8578,29.0864,51.19,73,32,4.36,scattered clouds
403,Glossop,GB,53.4432,-1.949,66.72,63,98,5.12,overcast clouds
404,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,82.2,78,0,2.3,clear sky
405,Malanje,AO,-9.5402,16.341,77.32,18,1,3.44,clear sky
406,Tamiahua,MX,21.2667,-97.45,88.11,62,29,6.98,scattered clouds
407,Sturgeon Falls,CA,46.3646,-79.9326,71.89,43,3,4.97,clear sky
408,Moerai,PF,-22.4333,-151.3333,74.73,72,100,19.77,overcast clouds
409,Chumikan,RU,54.7183,135.315,51.8,98,100,14.47,light rain
410,Linqiong,CN,30.4159,103.4609,87.62,71,0,4.25,clear sky
411,Taltal,CL,-25.4,-70.4833,63.43,65,6,4.38,clear sky
412,Northam,GB,51.0333,-4.2167,67.01,82,100,11.65,overcast clouds
413,Kununurra,AU,-15.7667,128.7333,76.98,69,40,6.91,scattered clouds
414,Bulawayo,ZW,-20.15,28.5833,61.61,21,0,8.25,clear sky
415,Atar,MR,20.5169,-13.0499,101.28,24,57,13.35,broken clouds
416,Victor Harbor,AU,-35.5667,138.6167,51.89,78,33,19.3,scattered clouds
417,Jiangyou,CN,31.7667,104.7167,78.35,74,4,4.03,clear sky
418,Jalu,LY,29.0331,21.5482,102.16,8,4,9.69,clear sky
419,Nan,TH,18.8333,100.6667,73.09,99,100,3.27,light rain
420,Acapulco,MX,16.8634,-99.8901,86.41,67,77,4.09,broken clouds
421,Kattivakkam,IN,13.2167,80.3167,86.09,83,100,10.31,overcast clouds
422,Mahuva,IN,21.0914,71.7622,81.54,80,100,19.8,overcast clouds
423,Kalispell,US,48.1958,-114.3129,70.18,91,90,0.0,mist
424,Bardiyah,LY,31.7561,25.0865,85.8,58,0,16.75,clear sky
425,Doha,QA,25.2867,51.5333,100.71,62,0,6.91,clear sky
426,Karpathos,GR,35.507,27.2132,87.76,70,0,20.71,clear sky
427,Beloha,MG,-25.1667,45.05,66.2,71,1,9.42,clear sky
428,Roswell,US,34.0232,-84.3616,87.67,60,1,3.44,clear sky
429,Arroyo Grande,US,35.1186,-120.5907,74.82,65,1,1.01,clear sky
430,Egvekinot,RU,66.3167,-179.1667,32.07,83,100,19.77,snow
431,El Jicaro,GT,14.9167,-89.9,83.73,64,78,1.88,broken clouds
432,Saint-Joseph,RE,-21.3667,55.6167,65.21,76,28,3.4,scattered clouds
433,Roald,NO,62.5833,6.1333,61.72,62,20,14.97,few clouds
434,Nishihara,JP,26.1842,127.7558,82.06,94,75,12.66,broken clouds
435,Floro,NO,61.5996,5.0328,64.47,58,20,20.71,few clouds
436,Mae Sai,TH,20.4335,99.8762,74.52,98,99,2.06,overcast clouds
437,Zhigansk,RU,66.7697,123.3711,62.26,61,1,10.04,clear sky
438,Granadilla De Abona,ES,28.1188,-16.576,73.98,57,20,26.46,few clouds
439,Kenscoff,HT,18.4506,-72.2869,77.14,46,40,10.36,scattered clouds
440,Sao Filipe,CV,14.8961,-24.4956,76.89,78,60,6.2,broken clouds
441,Bjorkelangen,NO,59.8848,11.5694,68.25,38,49,6.71,scattered clouds
442,Tres Palos,MX,18.1833,-101.6167,86.16,63,27,3.09,scattered clouds
443,Quatre Cocos,MU,-20.2078,57.7625,67.08,66,0,5.88,clear sky
444,Narsaq,GL,60.9167,-46.05,50.04,80,100,1.77,overcast clouds
445,Najran,SA,17.4924,44.1277,92.05,32,100,8.46,overcast clouds
446,Morant Bay,JM,17.8815,-76.4093,92.62,68,17,13.29,few clouds
447,Qaqortoq,GL,60.7167,-46.0333,48.2,87,100,3.02,overcast clouds
448,Mina,MX,26.0011,-100.5299,89.22,40,100,5.97,overcast clouds
449,Cayenne,GF,4.9333,-52.3333,87.1,71,40,4.0,scattered clouds
450,Husavik,IS,66.0449,-17.3389,58.91,75,89,4.61,overcast clouds
451,Jesenice,SI,46.4306,14.0669,71.19,81,89,1.81,overcast clouds
452,Namibe,AO,-15.1961,12.1522,69.51,86,0,8.59,clear sky
453,Yining,CN,29.0361,114.5636,79.07,89,0,2.37,clear sky
454,Whyalla,AU,-33.0333,137.5833,44.49,93,10,9.22,clear sky
455,Chute-Aux-Outardes,CA,49.1168,-68.399,67.98,64,75,13.8,broken clouds
456,Gigmoto,PH,13.7796,124.39,81.12,83,91,11.12,overcast clouds
457,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.29,65,8,10.85,clear sky
458,Dangriga,BZ,16.9692,-88.2321,87.76,83,17,6.46,few clouds
459,Lewistown,US,40.5992,-77.5714,77.25,56,40,10.36,scattered clouds
460,Calama,CL,-22.4667,-68.9333,72.09,12,40,21.85,scattered clouds
461,Sain Alto,MX,23.5833,-103.25,72.93,40,94,6.31,overcast clouds
462,Zhangjiakou,CN,40.81,114.8794,67.87,78,93,5.57,overcast clouds
463,Awjilah,LY,29.1081,21.2869,102.06,9,1,11.34,clear sky
464,Padang,ID,-0.9492,100.3543,77.05,86,85,3.96,overcast clouds
465,Fairview,US,40.8126,-73.999,79.23,58,40,7.0,scattered clouds
466,Kenai,US,60.5544,-151.2583,59.02,94,20,0.0,mist
467,Loukhi,RU,66.0764,33.0381,60.64,91,74,5.48,broken clouds
468,Berbera,SO,10.4396,45.0143,93.7,38,29,23.58,scattered clouds
469,Palmerston,AU,-12.486,130.9833,76.98,84,8,3.44,clear sky
470,Jumla,NP,29.2747,82.1838,64.74,93,76,2.21,broken clouds
471,Seddon,AU,-37.8068,144.8916,50.92,84,90,1.01,light intensity shower rain
472,Kota,IN,25.1833,75.8333,76.1,96,100,17.16,heavy intensity rain
473,Okhotsk,RU,59.3833,143.3,54.14,77,94,9.73,overcast clouds
474,Pitimbu,BR,-7.4706,-34.8086,75.79,77,41,17.67,scattered clouds
475,San Marcos,US,33.1434,-117.1661,98.53,55,1,1.01,clear sky
476,Playa Del Carmen,MX,20.6274,-87.0799,89.06,76,24,8.39,few clouds
477,Bandar-E Lengeh,IR,26.5579,54.8807,95.11,75,4,6.91,haze
478,Sanandaj,IR,35.3144,46.9923,73.96,50,76,11.18,broken clouds
479,Naze,JP,28.3667,129.4833,78.01,87,30,17.43,scattered clouds
480,Mago,RU,53.2514,140.1822,56.26,93,100,4.16,overcast clouds
481,Benguela,AO,-12.5763,13.4055,74.08,75,8,5.08,clear sky
482,Yanji,CN,42.9075,129.5078,71.92,99,100,2.75,moderate rain
483,Ampanihy,MG,-24.7,44.75,65.23,70,1,10.11,clear sky
484,Voi,KE,-3.3945,38.563,71.38,65,77,12.62,broken clouds
485,Cam Ranh,VN,11.9214,109.1591,87.76,58,40,8.05,scattered clouds
486,Houma,US,29.5958,-90.7195,89.01,68,40,11.5,scattered clouds
487,San Jose,US,37.3394,-121.895,73.02,61,20,0.0,few clouds
488,Hobyo,SO,5.3505,48.5268,77.49,77,51,26.33,broken clouds
489,Amahai,ID,-3.3333,128.9167,78.15,87,22,2.3,few clouds
490,Tolbazy,RU,54.0241,55.8825,75.96,40,39,6.2,scattered clouds
491,Puerto Escondido,MX,15.85,-97.0667,87.8,59,84,4.59,broken clouds
492,Vangaindrano,MG,-23.35,47.6,66.31,91,0,5.03,clear sky
493,Brasilia,BR,-15.7797,-47.9297,78.62,41,0,10.36,clear sky
494,Taseyevo,RU,57.2169,94.8978,57.34,94,46,2.48,scattered clouds
495,Los Llanos De Aridane,ES,28.6585,-17.9182,73.15,77,20,13.8,few clouds
496,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,48.79,93,75,2.24,light rain
497,Bam,IR,29.106,58.357,92.01,10,31,10.09,scattered clouds
498,Brus Laguna,HN,15.75,-84.4833,82.49,86,97,5.37,overcast clouds
499,Dinghai,CN,26.2847,119.7936,79.72,88,100,5.97,overcast clouds
500,Touros,BR,-5.1989,-35.4608,83.3,63,47,21.32,scattered clouds
501,Sabha,LY,27.0377,14.4283,102.92,7,0,8.77,clear sky
502,Cotui,DO,19.0527,-70.1494,90.72,47,93,5.7,overcast clouds
503,Hirado,JP,33.3597,129.5531,83.35,84,76,1.63,broken clouds
504,Ola,RU,59.5833,151.2833,44.85,64,4,10.29,clear sky
505,Ketchikan,US,55.3422,-131.6461,61.27,82,90,8.05,overcast clouds
506,Belyy Yar,RU,53.6039,91.3903,69.69,64,0,4.47,clear sky
507,Maceio,BR,-9.6658,-35.7353,78.24,78,75,18.41,broken clouds
508,Qandala,SO,11.472,49.8728,90.55,51,16,9.08,few clouds
509,Mazagao,BR,-0.115,-51.2894,91.45,43,11,4.94,few clouds
510,Aklavik,CA,68.2191,-135.0107,62.6,82,75,2.3,broken clouds
511,San Javier,ES,37.8063,-0.8374,83.8,71,20,8.01,few clouds
512,Solnechnyy,RU,50.7214,136.6319,62.15,91,86,6.2,overcast clouds
513,Roma,US,43.2128,-75.4557,74.12,59,1,1.01,clear sky
514,Lasa,IT,46.6166,10.7002,66.02,78,80,1.88,light rain
515,Varkaus,FI,62.3153,27.873,66.31,77,100,4.45,overcast clouds
516,Springbok,ZA,-29.6643,17.8865,60.58,22,0,5.01,clear sky
517,San Ramon,US,37.7799,-121.978,72.03,69,20,1.01,few clouds
518,Texarkana,US,33.4251,-94.0477,75.83,89,90,5.01,overcast clouds
519,Rio Cuarto,AR,-33.1307,-64.3499,62.37,34,0,16.11,clear sky
520,Santa Cruz,BO,-17.8,-63.1667,78.85,21,8,16.11,clear sky
521,Shelburne,CA,44.0787,-80.2041,71.85,33,2,9.89,clear sky
522,Plainview,US,40.7765,-73.4673,79.63,57,1,5.99,clear sky
523,Teguise,ES,29.0605,-13.564,75.42,57,20,23.02,few clouds
524,Mahibadhoo,MV,3.7833,72.9667,82.96,70,100,3.87,overcast clouds
525,Siedlce,PL,52.1677,22.2901,68.58,75,97,10.74,overcast clouds
526,Payo,ID,-3.7508,103.6372,73.24,94,95,2.39,overcast clouds
527,Nador,MA,35.174,-2.9287,82.47,64,0,10.36,clear sky
528,Riacho De Santana,BR,-13.6092,-42.9389,82.33,28,47,8.55,scattered clouds
529,Manhattan,US,40.7834,-73.9662,79.63,58,40,7.0,scattered clouds
530,Sakaiminato,JP,35.55,133.2333,78.78,89,20,6.91,few clouds
531,Olga,RU,43.7444,135.2892,66.52,96,100,2.3,overcast clouds
532,Cockburn Town,TC,21.4612,-71.1419,82.09,72,100,17.07,overcast clouds
533,Adwa,ET,14.1646,38.8955,63.48,82,75,1.74,broken clouds
534,Ilhabela,BR,-23.7781,-45.3581,68.09,73,17,3.91,few clouds
535,Eyl,SO,7.9803,49.8164,79.11,72,91,25.59,overcast clouds
536,Iquique,CL,-20.2208,-70.1431,60.84,68,86,7.4,overcast clouds
537,Berthierville,CA,46.0834,-73.1824,73.33,47,56,8.01,broken clouds
538,College,US,64.8569,-147.8028,71.8,73,20,0.0,few clouds
539,Bijar,IR,35.8668,47.6051,65.48,57,82,15.35,broken clouds
540,Tessalit,ML,20.1986,1.0114,78.08,55,68,32.46,broken clouds
541,Huangpi,CN,30.8845,114.3779,84.31,84,0,4.47,clear sky
542,Tefe,BR,-3.3542,-64.7114,84.31,79,20,6.91,few clouds
543,Okha,RU,53.5739,142.9478,55.0,85,100,12.44,overcast clouds
544,Khash,IR,28.2211,61.2158,85.01,12,24,11.07,few clouds
545,Barsinghausen,DE,52.3105,9.4561,69.78,54,40,13.8,scattered clouds
546,Pala,TD,9.3642,14.9046,75.52,84,86,3.31,overcast clouds
547,Shangqiu,CN,34.45,115.65,73.87,85,0,6.78,light rain
548,Mato Verde,BR,-15.3972,-42.8664,82.31,26,78,5.88,broken clouds
549,Fuyu,CN,45.1833,124.8167,65.26,99,100,13.09,light rain
550,Riyadh,SA,24.6877,46.7219,105.94,7,9,10.89,clear sky
551,Katangli,RU,51.7102,143.2326,53.55,92,100,10.71,overcast clouds
552,Buala,SB,-8.145,159.5921,77.99,86,82,6.17,light rain
553,Shimoda,JP,34.6667,138.95,78.1,89,100,9.57,overcast clouds
554,Ronneby,SE,56.21,15.276,68.5,60,0,11.5,clear sky
555,Vilhena,BR,-12.7406,-60.1458,82.62,30,0,14.97,clear sky
556,Fayaoue,NC,-20.65,166.5333,69.85,63,1,14.32,clear sky
557,Inhambane,MZ,-23.865,35.3833,67.26,72,5,10.2,clear sky
558,Ugoofaaru,MV,5.6667,73.0,83.37,70,100,6.26,overcast clouds
559,Kudahuvadhoo,MV,2.6708,72.8944,81.52,73,100,3.76,overcast clouds
560,Voyvozh,RU,62.892,54.9635,58.21,97,77,4.45,broken clouds
561,Zheleznodorozhnyy,RU,55.7503,38.0042,84.61,52,64,10.47,broken clouds
562,Pascagoula,US,30.3658,-88.5561,90.23,64,1,0.0,clear sky
563,Norman Wells,CA,65.282,-126.8329,68.04,68,20,3.44,smoke
564,Baruun-Urt,MN,46.6806,113.2792,63.75,45,91,3.89,overcast clouds
565,Gat,IL,31.61,34.7642,90.79,40,0,9.17,clear sky
566,Kaeo,NZ,-35.1,173.7833,52.32,82,7,16.58,clear sky
567,Boguchany,RU,58.3814,97.4531,55.44,91,18,3.44,few clouds
568,Marzuq,YE,14.4,46.4667,86.83,46,30,8.25,scattered clouds
569,Auki,SB,-8.7676,160.7034,74.16,88,42,6.02,scattered clouds
570,Puerto Carreno,CO,6.189,-67.4859,72.63,93,100,9.06,overcast clouds
571,Caravelas,BR,-17.7125,-39.2481,74.37,55,99,8.55,overcast clouds
572,Hereford,GB,52.0568,-2.7148,67.78,67,100,1.3,moderate rain
573,San Rafael,AR,-34.6177,-68.3301,67.86,17,0,9.55,clear sky
574,Ukmerge,LT,55.25,24.75,63.68,88,99,11.41,overcast clouds
575,Sasvad,IN,18.3333,74.0333,70.45,88,97,12.48,overcast clouds
576,Sechura,PE,-5.5569,-80.8222,76.6,56,4,9.26,clear sky
577,Terrak,NO,65.087,12.3715,53.62,68,61,6.53,broken clouds
578,Sakakah,SA,29.9697,40.2064,103.57,11,0,10.83,clear sky
579,Auburn,US,47.3073,-122.2284,76.3,73,20,0.0,few clouds
580,Villanueva De La Serena,ES,38.9766,-5.7974,86.83,22,12,10.22,light rain
581,Hauterive,FR,46.0901,3.4459,74.16,61,88,1.97,overcast clouds
582,Nkhata Bay,MW,-11.6066,34.2907,69.84,64,3,3.69,clear sky
583,Coshocton,US,40.272,-81.8596,76.28,59,9,7.65,clear sky
584,Leh,IN,34.1667,77.5833,68.04,32,12,6.85,few clouds
585,Guaraniacu,BR,-25.1008,-52.8781,69.13,35,0,3.47,clear sky
586,Havre,FR,49.5833,0.3333,65.57,94,90,6.91,overcast clouds
587,Krasne,UA,49.9145,24.6134,69.15,81,72,6.55,broken clouds
588,Churapcha,RU,62.0025,132.4325,61.14,68,100,6.64,overcast clouds
589,Quime,BO,-16.9833,-67.2167,49.84,70,88,5.55,overcast clouds
590,Williams Lake,CA,52.1415,-122.1445,60.37,100,90,6.91,fog
591,Coahuayana,MX,18.7333,-103.6833,89.8,59,12,3.4,few clouds
592,Quchan,IR,37.106,58.5095,74.48,17,12,12.84,few clouds
593,Veshenskaya,RU,49.6303,41.7334,86.14,33,69,6.06,broken clouds
594,Kotaparh,IN,19.15,82.35,73.83,88,14,6.58,few clouds
595,Batticaloa,LK,7.7102,81.6924,82.62,62,100,12.66,overcast clouds
596,Otane,NZ,-39.8833,176.6333,45.01,89,100,2.48,overcast clouds
597,Havre-Saint-Pierre,CA,50.2334,-63.5986,68.36,64,1,11.5,clear sky
598,Bonthe,SL,7.5264,-12.505,80.89,64,91,10.18,overcast clouds
599,Wukari,NG,7.85,9.7833,79.12,80,98,5.75,light rain
600,Fria,GN,10.4167,-13.5833,76.6,90,95,6.98,light rain
601,Caloundra,AU,-26.8,153.1333,66.13,96,55,6.13,broken clouds
602,Inta,RU,66.0317,60.1659,55.85,78,17,8.03,few clouds
603,Biloela,AU,-24.4167,150.5,57.09,88,0,5.26,clear sky
604,Kuah,MY,6.3265,99.8432,82.38,89,20,0.0,few clouds
605,Sainte-Anne-Des-Monts,CA,49.124,-66.4924,58.87,76,93,2.68,overcast clouds
606,Farah,AF,32.5,62.5,87.64,12,0,13.85,clear sky
607,Kysyl-Syr,RU,63.8986,122.7617,61.65,42,48,6.4,scattered clouds
608,Sioux Lookout,CA,50.1001,-91.917,75.27,46,90,9.22,smoke
609,Santa Rita,BR,-7.1139,-34.9781,75.87,94,75,12.66,broken clouds
610,Fallon,US,39.4735,-118.7774,82.27,33,1,4.61,smoke
611,Kanigoro,ID,-8.13,112.219,73.06,94,98,7.11,overcast clouds
612,Puerto Del Rosario,ES,28.5004,-13.8627,78.48,69,20,17.27,few clouds
613,Manokwari,ID,-0.8667,134.0833,78.57,80,12,2.1,few clouds
614,Linjiang,CN,41.8069,126.9078,65.03,98,75,1.99,broken clouds
615,Sinnamary,GF,5.3833,-52.95,84.7,67,78,9.01,broken clouds
616,Poltavka,RU,54.3663,71.7632,70.81,52,90,6.55,overcast clouds
617,Tambo,PE,-14.8,-73.9167,48.87,34,7,6.46,clear sky
618,Humaita,BR,-7.5061,-63.0208,96.33,21,65,6.49,broken clouds
619,Hirara,JP,24.8,125.2833,81.59,81,100,13.98,overcast clouds
620,Honningsvag,NO,70.9821,25.9704,48.72,77,58,16.8,broken clouds
621,The Valley,AI,18.217,-63.0578,87.66,70,40,11.5,scattered clouds
622,Nancha,CN,47.1333,129.2667,69.51,97,61,2.26,broken clouds
623,Lata,PT,40.1629,-8.3327,83.05,59,80,10.67,broken clouds
624,Dafeng,CN,23.4517,108.5881,82.8,77,32,1.92,scattered clouds
625,Vestmanna,FO,62.1564,-7.1664,49.12,87,90,5.75,overcast clouds
626,Moba,CN,33.2288,105.0179,60.87,93,4,4.38,clear sky
627,Wareham,GB,50.6889,-2.1104,65.14,76,100,4.0,overcast clouds
628,Muroto,JP,33.2833,134.15,79.45,81,78,3.47,broken clouds
629,Primorsko,BG,42.2667,27.7667,86.47,46,0,13.58,clear sky
630,Hachinohe,JP,40.5,141.5,75.81,91,70,5.86,broken clouds
631,Acarau,BR,-2.8856,-40.12,88.61,46,5,11.97,clear sky
632,Piacabucu,BR,-10.4056,-36.4344,77.81,71,20,13.22,few clouds
633,Say,NE,13.1007,2.3689,93.76,41,94,7.9,overcast clouds
634,Stephenville,US,32.2207,-98.2023,78.24,83,90,9.22,overcast clouds
635,Uppsala,SE,60.0,17.75,59.58,75,90,14.97,overcast clouds
636,Kumla,SE,59.1277,15.1434,58.95,67,75,11.5,broken clouds
637,Arlit,NE,18.7369,7.3853,87.57,44,40,18.1,scattered clouds
638,Garowe,SO,8.4054,48.4845,83.77,43,89,22.08,overcast clouds
639,Japura,ID,-0.3167,102.35,75.15,94,88,2.21,overcast clouds
640,Bertrix,BE,49.856,5.2554,66.31,89,64,3.38,broken clouds
641,Dekar,BW,-21.5333,21.9333,63.21,25,0,7.16,clear sky
642,Bulgan,MN,48.8125,103.5347,54.5,95,100,6.67,overcast clouds
643,Ninohe,JP,40.2724,141.3061,73.89,96,72,6.24,broken clouds
644,Rocha,UY,-34.4833,-54.3333,58.03,68,1,6.53,clear sky
645,Cafarnaum,BR,-11.6936,-41.4683,64.18,75,100,8.75,overcast clouds
646,Mpongwe,ZM,-13.5091,28.155,68.72,32,83,5.06,broken clouds
647,Talnakh,RU,69.4865,88.3972,66.18,54,96,3.76,overcast clouds
648,Seoul,KR,37.5683,126.9778,77.76,94,20,2.3,few clouds
649,Brattvag,NO,62.6002,6.4434,61.23,58,20,14.97,few clouds
650,Abu Dhabi,AE,24.4667,54.3667,100.42,30,0,5.75,clear sky
651,Saint Paul,US,44.9444,-93.0933,82.76,49,40,1.01,scattered clouds
652,Misratah,LY,32.3754,15.0925,89.6,47,0,10.76,clear sky
653,Faya,SA,18.3851,42.4509,71.71,66,100,4.97,overcast clouds
654,Kuching,MY,1.55,110.3333,75.42,94,20,1.14,few clouds
655,Pemangkat,ID,1.1667,108.9667,79.81,84,80,7.85,broken clouds
656,Kaniama,CD,-7.5667,24.1833,78.35,26,71,0.72,broken clouds
657,Katsuura,JP,35.1333,140.3,80.71,91,90,10.36,overcast clouds
658,La Union,PE,-5.4,-80.75,80.87,45,5,9.37,clear sky
659,Moron,AR,-34.6534,-58.6198,61.02,54,0,4.0,clear sky
660,Cootamundra,AU,-34.65,148.0333,46.94,98,99,8.23,light rain
661,Lapua,FI,62.9693,23.0088,54.46,78,100,6.96,overcast clouds
662,Inongo,CD,-1.95,18.2667,77.58,41,57,3.09,broken clouds
663,Lazarev,RU,52.225,141.5131,56.88,81,100,9.33,overcast clouds
664,Mlimba,TZ,-8.8,35.8167,70.29,66,38,4.12,scattered clouds
665,Isabela,PH,6.7085,121.9711,79.12,86,94,2.44,overcast clouds
666,Bol,TD,13.4586,14.7147,80.19,76,68,8.39,broken clouds
667,Port Keats,AU,-14.25,129.55,76.89,77,55,2.77,broken clouds
668,Vila Velha,BR,-20.3297,-40.2925,72.97,72,75,9.22,broken clouds
669,Achit,RU,56.7985,57.8994,67.08,75,98,5.73,overcast clouds
670,Grimshaw,CA,56.1834,-117.6027,74.1,73,90,5.75,overcast clouds
671,Hvide Sande,DK,56.0045,8.1294,62.2,77,100,19.64,overcast clouds
672,Marrakesh,MA,31.6315,-8.0083,93.27,24,0,4.61,clear sky
673,Xuddur,SO,4.1213,43.8894,78.44,52,96,18.28,overcast clouds
674,Takoradi,GH,4.8845,-1.7554,81.25,69,80,13.89,broken clouds
675,Angoche,MZ,-16.2325,39.9086,71.44,62,0,11.1,clear sky
676,Champerico,GT,14.3,-91.9167,94.77,71,90,4.65,overcast clouds
677,Ambanja,MG,-13.6833,48.45,71.64,84,20,1.32,light rain
678,Arrifes,PT,37.7667,-25.7,73.65,60,20,10.36,few clouds
679,Adre,TD,13.4667,22.2,75.47,78,79,15.08,broken clouds
680,Gedo,ET,9.0167,37.45,53.56,94,100,0.98,moderate rain
681,Ranong,TH,9.9658,98.6348,79.84,88,98,12.86,overcast clouds
682,Ozernovskiy,RU,51.5,156.5167,49.21,84,80,17.2,broken clouds
683,Krasnyy Yar,RU,46.5331,48.3456,85.96,24,23,9.53,few clouds
684,Marsabit,KE,2.3284,37.9899,69.19,41,53,17.31,broken clouds
685,Antalaha,MG,-14.9003,50.2788,69.24,85,9,8.61,clear sky
686,Aitape,PG,-3.1374,142.3475,78.35,87,36,7.07,scattered clouds
687,Maracacume,BR,-2.0428,-45.9592,87.28,50,83,3.49,broken clouds
688,Radyvyliv,UA,50.1299,25.2558,62.82,80,64,9.22,broken clouds
689,Richmond,US,37.5538,-77.4603,82.33,53,20,5.01,few clouds
690,Yarada,IN,17.65,83.2667,86.32,66,20,10.36,few clouds
691,Pimentel,PE,-6.8367,-79.9342,69.01,79,90,3.0,overcast clouds
692,Ewa Beach,US,21.3156,-158.0072,76.95,74,75,6.91,broken clouds
693,Mwinilunga,ZM,-11.7358,24.4293,65.82,37,23,5.26,few clouds
694,Bani Walid,LY,31.7566,13.9942,100.11,14,0,17.52,clear sky
